Index,time,v_c,v_din,v_q
16701,1.66555e-08,0.0,0.0,6.137236e-07
16702,1.66565e-08,0.0,0.0,6.137186e-07
16703,1.66575e-08,0.0,0.0,6.137137e-07
16704,1.66585e-08,0.0,0.0,6.137088e-07
16705,1.66595e-08,0.0,0.0,6.137039e-07
16706,1.66605e-08,0.0,0.0,6.13699e-07
16707,1.66615e-08,0.0,0.0,6.136941e-07
16708,1.66625e-08,0.0,0.0,6.136891e-07
16709,1.66635e-08,0.0,0.0,6.136842e-07
16710,1.66645e-08,0.0,0.0,6.136793e-07
16711,1.66655e-08,0.0,0.0,6.136744e-07
16712,1.66665e-08,0.0,0.0,6.136695e-07
16713,1.66675e-08,0.0,0.0,6.136646e-07
16714,1.66685e-08,0.0,0.0,6.136596e-07
16715,1.66695e-08,0.0,0.0,6.136547e-07
16716,1.66705e-08,0.0,0.0,6.136498e-07
16717,1.66715e-08,0.0,0.0,6.136449e-07
16718,1.66725e-08,0.0,0.0,6.1364e-07
16719,1.66735e-08,0.0,0.0,6.136351e-07
16720,1.66745e-08,0.0,0.0,6.136302e-07
16721,1.66755e-08,0.0,0.0,6.136253e-07
16722,1.66765e-08,0.0,0.0,6.136203e-07
16723,1.66775e-08,0.0,0.0,6.136154e-07
16724,1.66785e-08,0.0,0.0,6.136105e-07
16725,1.66795e-08,0.0,0.0,6.136056e-07
16726,1.66805e-08,0.0,0.0,6.136007e-07
16727,1.66815e-08,0.0,0.0,6.135958e-07
16728,1.66825e-08,0.0,0.0,6.135909e-07
16729,1.66835e-08,0.0,0.0,6.13586e-07
16730,1.66845e-08,0.0,0.0,6.135811e-07
16731,1.66855e-08,0.0,0.0,6.135762e-07
16732,1.66865e-08,0.0,0.0,6.135713e-07
16733,1.66875e-08,0.0,0.0,6.135664e-07
16734,1.66885e-08,0.0,0.0,6.135615e-07
16735,1.66895e-08,0.0,0.0,6.135566e-07
16736,1.66905e-08,0.0,0.0,6.135516e-07
16737,1.66915e-08,0.0,0.0,6.135467e-07
16738,1.66925e-08,0.0,0.0,6.135418e-07
16739,1.66935e-08,0.0,0.0,6.135369e-07
16740,1.66945e-08,0.0,0.0,6.13532e-07
16741,1.66955e-08,0.0,0.0,6.135271e-07
16742,1.66965e-08,0.0,0.0,6.135222e-07
16743,1.66975e-08,0.0,0.0,6.135173e-07
16744,1.66985e-08,0.0,0.0,6.135124e-07
16745,1.66995e-08,0.0,0.0,6.135075e-07
16746,1.67005e-08,0.0,0.0,6.135026e-07
16747,1.67015e-08,0.0,0.0,6.134977e-07
16748,1.67025e-08,0.0,0.0,6.134928e-07
16749,1.67035e-08,0.0,0.0,6.134879e-07
16750,1.67045e-08,0.0,0.0,6.13483e-07
16751,1.67055e-08,0.0,0.0,6.134781e-07
16752,1.67065e-08,0.0,0.0,6.134732e-07
16753,1.67075e-08,0.0,0.0,6.134683e-07
16754,1.67085e-08,0.0,0.0,6.134635e-07
16755,1.67095e-08,0.0,0.0,6.134586e-07
16756,1.67105e-08,0.0,0.0,6.134537e-07
16757,1.67115e-08,0.0,0.0,6.134488e-07
16758,1.67125e-08,0.0,0.0,6.134439e-07
16759,1.67135e-08,0.0,0.0,6.13439e-07
16760,1.67145e-08,0.0,0.0,6.134341e-07
16761,1.67155e-08,0.0,0.0,6.134292e-07
16762,1.67165e-08,0.0,0.0,6.134243e-07
16763,1.67175e-08,0.0,0.0,6.134194e-07
16764,1.67185e-08,0.0,0.0,6.134145e-07
16765,1.67195e-08,0.0,0.0,6.134096e-07
16766,1.67205e-08,0.0,0.0,6.134047e-07
16767,1.67215e-08,0.0,0.0,6.133999e-07
16768,1.67225e-08,0.0,0.0,6.13395e-07
16769,1.67235e-08,0.0,0.0,6.133901e-07
16770,1.67245e-08,0.0,0.0,6.133852e-07
16771,1.67255e-08,0.0,0.0,6.133803e-07
16772,1.67265e-08,0.0,0.0,6.133754e-07
16773,1.67275e-08,0.0,0.0,6.133705e-07
16774,1.67285e-08,0.0,0.0,6.133656e-07
16775,1.67295e-08,0.0,0.0,6.133608e-07
16776,1.67305e-08,0.0,0.0,6.133559e-07
16777,1.67315e-08,0.0,0.0,6.13351e-07
16778,1.67325e-08,0.0,0.0,6.133461e-07
16779,1.67335e-08,0.0,0.0,6.133412e-07
16780,1.67345e-08,0.0,0.0,6.133363e-07
16781,1.67355e-08,0.0,0.0,6.133314e-07
16782,1.67365e-08,0.0,0.0,6.133266e-07
16783,1.67375e-08,0.0,0.0,6.133217e-07
16784,1.67385e-08,0.0,0.0,6.133168e-07
16785,1.67395e-08,0.0,0.0,6.133119e-07
16786,1.67405e-08,0.0,0.0,6.13307e-07
16787,1.67415e-08,0.0,0.0,6.133022e-07
16788,1.67425e-08,0.0,0.0,6.132973e-07
16789,1.67435e-08,0.0,0.0,6.132924e-07
16790,1.67445e-08,0.0,0.0,6.132875e-07
16791,1.67455e-08,0.0,0.0,6.132826e-07
16792,1.67465e-08,0.0,0.0,6.132778e-07
16793,1.67475e-08,0.0,0.0,6.132729e-07
16794,1.67485e-08,0.0,0.0,6.13268e-07
16795,1.67495e-08,0.0,0.0,6.132631e-07
16796,1.67505e-08,0.0,0.0,6.132583e-07
16797,1.67515e-08,0.0,0.0,6.132534e-07
16798,1.67525e-08,0.0,0.0,6.132485e-07
16799,1.67535e-08,0.0,0.0,6.132436e-07
16800,1.67545e-08,0.0,0.0,6.132388e-07
16801,1.67555e-08,0.0,0.0,6.132339e-07
16802,1.67565e-08,0.0,0.0,6.13229e-07
16803,1.67575e-08,0.0,0.0,6.132241e-07
16804,1.67585e-08,0.0,0.0,6.132193e-07
16805,1.67595e-08,0.0,0.0,6.132144e-07
16806,1.67605e-08,0.0,0.0,6.132095e-07
16807,1.67615e-08,0.0,0.0,6.132047e-07
16808,1.67625e-08,0.0,0.0,6.131998e-07
16809,1.67635e-08,0.0,0.0,6.131949e-07
16810,1.67645e-08,0.0,0.0,6.1319e-07
16811,1.67655e-08,0.0,0.0,6.131852e-07
16812,1.67665e-08,0.0,0.0,6.131803e-07
16813,1.67675e-08,0.0,0.0,6.131754e-07
16814,1.67685e-08,0.0,0.0,6.131706e-07
16815,1.67695e-08,0.0,0.0,6.131657e-07
16816,1.67705e-08,0.0,0.0,6.131608e-07
16817,1.67715e-08,0.0,0.0,6.13156e-07
16818,1.67725e-08,0.0,0.0,6.131511e-07
16819,1.67735e-08,0.0,0.0,6.131462e-07
16820,1.67745e-08,0.0,0.0,6.131414e-07
16821,1.67755e-08,0.0,0.0,6.131365e-07
16822,1.67765e-08,0.0,0.0,6.131316e-07
16823,1.67775e-08,0.0,0.0,6.131268e-07
16824,1.67785e-08,0.0,0.0,6.131219e-07
16825,1.67795e-08,0.0,0.0,6.131171e-07
16826,1.67805e-08,0.0,0.0,6.131122e-07
16827,1.67815e-08,0.0,0.0,6.131073e-07
16828,1.67825e-08,0.0,0.0,6.131025e-07
16829,1.67835e-08,0.0,0.0,6.130976e-07
16830,1.67845e-08,0.0,0.0,6.130928e-07
16831,1.67855e-08,0.0,0.0,6.130879e-07
16832,1.67865e-08,0.0,0.0,6.13083e-07
16833,1.67875e-08,0.0,0.0,6.130782e-07
16834,1.67885e-08,0.0,0.0,6.130733e-07
16835,1.67895e-08,0.0,0.0,6.130685e-07
16836,1.67905e-08,0.0,0.0,6.130636e-07
16837,1.67915e-08,0.0,0.0,6.130587e-07
16838,1.67925e-08,0.0,0.0,6.130539e-07
16839,1.67935e-08,0.0,0.0,6.13049e-07
16840,1.67945e-08,0.0,0.0,6.130442e-07
16841,1.67955e-08,0.0,0.0,6.130393e-07
16842,1.67965e-08,0.0,0.0,6.130345e-07
16843,1.67975e-08,0.0,0.0,6.130296e-07
16844,1.67985e-08,0.0,0.0,6.130248e-07
16845,1.67995e-08,0.0,0.0,6.130199e-07
16846,1.68005e-08,0.0,0.0,6.13015e-07
16847,1.68015e-08,0.0,0.0,6.130102e-07
16848,1.68025e-08,0.0,0.0,6.130053e-07
16849,1.68035e-08,0.0,0.0,6.130005e-07
16850,1.68045e-08,0.0,0.0,6.129956e-07
16851,1.68055e-08,0.0,0.0,6.129908e-07
16852,1.68065e-08,0.0,0.0,6.129859e-07
16853,1.68075e-08,0.0,0.0,6.129811e-07
16854,1.68085e-08,0.0,0.0,6.129762e-07
16855,1.68095e-08,0.0,0.0,6.129714e-07
16856,1.68105e-08,0.0,0.0,6.129665e-07
16857,1.68115e-08,0.0,0.0,6.129617e-07
16858,1.68125e-08,0.0,0.0,6.129568e-07
16859,1.68135e-08,0.0,0.0,6.12952e-07
16860,1.68145e-08,0.0,0.0,6.129472e-07
16861,1.68155e-08,0.0,0.0,6.129423e-07
16862,1.68165e-08,0.0,0.0,6.129375e-07
16863,1.68175e-08,0.0,0.0,6.129326e-07
16864,1.68185e-08,0.0,0.0,6.129278e-07
16865,1.68195e-08,0.0,0.0,6.129229e-07
16866,1.68205e-08,0.0,0.0,6.129181e-07
16867,1.68215e-08,0.0,0.0,6.129132e-07
16868,1.68225e-08,0.0,0.0,6.129084e-07
16869,1.68235e-08,0.0,0.0,6.129036e-07
16870,1.68245e-08,0.0,0.0,6.128987e-07
16871,1.68255e-08,0.0,0.0,6.128939e-07
16872,1.68265e-08,0.0,0.0,6.12889e-07
16873,1.68275e-08,0.0,0.0,6.128842e-07
16874,1.68285e-08,0.0,0.0,6.128794e-07
16875,1.68295e-08,0.0,0.0,6.128745e-07
16876,1.68305e-08,0.0,0.0,6.128697e-07
16877,1.68315e-08,0.0,0.0,6.128648e-07
16878,1.68325e-08,0.0,0.0,6.1286e-07
16879,1.68335e-08,0.0,0.0,6.128552e-07
16880,1.68345e-08,0.0,0.0,6.128503e-07
16881,1.68355e-08,0.0,0.0,6.128455e-07
16882,1.68365e-08,0.0,0.0,6.128407e-07
16883,1.68375e-08,0.0,0.0,6.128358e-07
16884,1.68385e-08,0.0,0.0,6.12831e-07
16885,1.68395e-08,0.0,0.0,6.128261e-07
16886,1.68405e-08,0.0,0.0,6.128213e-07
16887,1.68415e-08,0.0,0.0,6.128165e-07
16888,1.68425e-08,0.0,0.0,6.128116e-07
16889,1.68435e-08,0.0,0.0,6.128068e-07
16890,1.68445e-08,0.0,0.0,6.12802e-07
16891,1.68455e-08,0.0,0.0,6.127971e-07
16892,1.68465e-08,0.0,0.0,6.127923e-07
16893,1.68475e-08,0.0,0.0,6.127875e-07
16894,1.68485e-08,0.0,0.0,6.127827e-07
16895,1.68495e-08,0.0,0.0,6.127778e-07
16896,1.68505e-08,0.0,0.0,6.12773e-07
16897,1.68515e-08,0.0,0.0,6.127682e-07
16898,1.68525e-08,0.0,0.0,6.127633e-07
16899,1.68535e-08,0.0,0.0,6.127585e-07
16900,1.68545e-08,0.0,0.0,6.127537e-07
16901,1.68555e-08,0.0,0.0,6.127488e-07
16902,1.68565e-08,0.0,0.0,6.12744e-07
16903,1.68575e-08,0.0,0.0,6.127392e-07
16904,1.68585e-08,0.0,0.0,6.127344e-07
16905,1.68595e-08,0.0,0.0,6.127295e-07
16906,1.68605e-08,0.0,0.0,6.127247e-07
16907,1.68615e-08,0.0,0.0,6.127199e-07
16908,1.68625e-08,0.0,0.0,6.127151e-07
16909,1.68635e-08,0.0,0.0,6.127102e-07
16910,1.68645e-08,0.0,0.0,6.127054e-07
16911,1.68655e-08,0.0,0.0,6.127006e-07
16912,1.68665e-08,0.0,0.0,6.126958e-07
16913,1.68675e-08,0.0,0.0,6.12691e-07
16914,1.68685e-08,0.0,0.0,6.126861e-07
16915,1.68695e-08,0.0,0.0,6.126813e-07
16916,1.68705e-08,0.0,0.0,6.126765e-07
16917,1.68715e-08,0.0,0.0,6.126717e-07
16918,1.68725e-08,0.0,0.0,6.126668e-07
16919,1.68735e-08,0.0,0.0,6.12662e-07
16920,1.68745e-08,0.0,0.0,6.126572e-07
16921,1.68755e-08,0.0,0.0,6.126524e-07
16922,1.68765e-08,0.0,0.0,6.126476e-07
16923,1.68775e-08,0.0,0.0,6.126428e-07
16924,1.68785e-08,0.0,0.0,6.126379e-07
16925,1.68795e-08,0.0,0.0,6.126331e-07
16926,1.68805e-08,0.0,0.0,6.126283e-07
16927,1.68815e-08,0.0,0.0,6.126235e-07
16928,1.68825e-08,0.0,0.0,6.126187e-07
16929,1.68835e-08,0.0,0.0,6.126139e-07
16930,1.68845e-08,0.0,0.0,6.12609e-07
16931,1.68855e-08,0.0,0.0,6.126042e-07
16932,1.68865e-08,0.0,0.0,6.125994e-07
16933,1.68875e-08,0.0,0.0,6.125946e-07
16934,1.68885e-08,0.0,0.0,6.125898e-07
16935,1.68895e-08,0.0,0.0,6.12585e-07
16936,1.68905e-08,0.0,0.0,6.125802e-07
16937,1.68915e-08,0.0,0.0,6.125754e-07
16938,1.68925e-08,0.0,0.0,6.125705e-07
16939,1.68935e-08,0.0,0.0,6.125657e-07
16940,1.68945e-08,0.0,0.0,6.125609e-07
16941,1.68955e-08,0.0,0.0,6.125561e-07
16942,1.68965e-08,0.0,0.0,6.125513e-07
16943,1.68975e-08,0.0,0.0,6.125465e-07
16944,1.68985e-08,0.0,0.0,6.125417e-07
16945,1.68995e-08,0.0,0.0,6.125369e-07
16946,1.69005e-08,0.0,0.0,6.125321e-07
16947,1.69015e-08,0.0,0.0,6.125273e-07
16948,1.69025e-08,0.0,0.0,6.125225e-07
16949,1.69035e-08,0.0,0.0,6.125177e-07
16950,1.69045e-08,0.0,0.0,6.125129e-07
16951,1.69055e-08,0.0,0.0,6.125081e-07
16952,1.69065e-08,0.0,0.0,6.125032e-07
16953,1.69075e-08,0.0,0.0,6.124984e-07
16954,1.69085e-08,0.0,0.0,6.124936e-07
16955,1.69095e-08,0.0,0.0,6.124888e-07
16956,1.69105e-08,0.0,0.0,6.12484e-07
16957,1.69115e-08,0.0,0.0,6.124792e-07
16958,1.69125e-08,0.0,0.0,6.124744e-07
16959,1.69135e-08,0.0,0.0,6.124696e-07
16960,1.69145e-08,0.0,0.0,6.124648e-07
16961,1.69155e-08,0.0,0.0,6.1246e-07
16962,1.69165e-08,0.0,0.0,6.124552e-07
16963,1.69175e-08,0.0,0.0,6.124504e-07
16964,1.69185e-08,0.0,0.0,6.124456e-07
16965,1.69195e-08,0.0,0.0,6.124408e-07
16966,1.69205e-08,0.0,0.0,6.12436e-07
16967,1.69215e-08,0.0,0.0,6.124312e-07
16968,1.69225e-08,0.0,0.0,6.124264e-07
16969,1.69235e-08,0.0,0.0,6.124216e-07
16970,1.69245e-08,0.0,0.0,6.124168e-07
16971,1.69255e-08,0.0,0.0,6.124121e-07
16972,1.69265e-08,0.0,0.0,6.124073e-07
16973,1.69275e-08,0.0,0.0,6.124025e-07
16974,1.69285e-08,0.0,0.0,6.123977e-07
16975,1.69295e-08,0.0,0.0,6.123929e-07
16976,1.69305e-08,0.0,0.0,6.123881e-07
16977,1.69315e-08,0.0,0.0,6.123833e-07
16978,1.69325e-08,0.0,0.0,6.123785e-07
16979,1.69335e-08,0.0,0.0,6.123737e-07
16980,1.69345e-08,0.0,0.0,6.123689e-07
16981,1.69355e-08,0.0,0.0,6.123641e-07
16982,1.69365e-08,0.0,0.0,6.123593e-07
16983,1.69375e-08,0.0,0.0,6.123545e-07
16984,1.69385e-08,0.0,0.0,6.123497e-07
16985,1.69395e-08,0.0,0.0,6.12345e-07
16986,1.69405e-08,0.0,0.0,6.123402e-07
16987,1.69415e-08,0.0,0.0,6.123354e-07
16988,1.69425e-08,0.0,0.0,6.123306e-07
16989,1.69435e-08,0.0,0.0,6.123258e-07
16990,1.69445e-08,0.0,0.0,6.12321e-07
16991,1.69455e-08,0.0,0.0,6.123162e-07
16992,1.69465e-08,0.0,0.0,6.123114e-07
16993,1.69475e-08,0.0,0.0,6.123067e-07
16994,1.69485e-08,0.0,0.0,6.123019e-07
16995,1.69495e-08,0.0,0.0,6.122971e-07
16996,1.69505e-08,0.0,0.0,6.122923e-07
16997,1.69515e-08,0.0,0.0,6.122875e-07
16998,1.69525e-08,0.0,0.0,6.122827e-07
16999,1.69535e-08,0.0,0.0,6.12278e-07
17000,1.69545e-08,0.0,0.0,6.122732e-07
17001,1.69555e-08,0.0,0.0,6.122684e-07
17002,1.69565e-08,0.0,0.0,6.122636e-07
17003,1.69575e-08,0.0,0.0,6.122588e-07
17004,1.69585e-08,0.0,0.0,6.12254e-07
17005,1.69595e-08,0.0,0.0,6.122493e-07
17006,1.69605e-08,0.0,0.0,6.122445e-07
17007,1.69615e-08,0.0,0.0,6.122397e-07
17008,1.69625e-08,0.0,0.0,6.122349e-07
17009,1.69635e-08,0.0,0.0,6.122301e-07
17010,1.69645e-08,0.0,0.0,6.122254e-07
17011,1.69655e-08,0.0,0.0,6.122206e-07
17012,1.69665e-08,0.0,0.0,6.122158e-07
17013,1.69675e-08,0.0,0.0,6.12211e-07
17014,1.69685e-08,0.0,0.0,6.122063e-07
17015,1.69695e-08,0.0,0.0,6.122015e-07
17016,1.69705e-08,0.0,0.0,6.121967e-07
17017,1.69715e-08,0.0,0.0,6.121919e-07
17018,1.69725e-08,0.0,0.0,6.121872e-07
17019,1.69735e-08,0.0,0.0,6.121824e-07
17020,1.69745e-08,0.0,0.0,6.121776e-07
17021,1.69755e-08,0.0,0.0,6.121728e-07
17022,1.69765e-08,0.0,0.0,6.121681e-07
17023,1.69775e-08,0.0,0.0,6.121633e-07
17024,1.69785e-08,0.0,0.0,6.121585e-07
17025,1.69795e-08,0.0,0.0,6.121538e-07
17026,1.69805e-08,0.0,0.0,6.12149e-07
17027,1.69815e-08,0.0,0.0,6.121442e-07
17028,1.69825e-08,0.0,0.0,6.121394e-07
17029,1.69835e-08,0.0,0.0,6.121347e-07
17030,1.69845e-08,0.0,0.0,6.121299e-07
17031,1.69855e-08,0.0,0.0,6.121251e-07
17032,1.69865e-08,0.0,0.0,6.121204e-07
17033,1.69875e-08,0.0,0.0,6.121156e-07
17034,1.69885e-08,0.0,0.0,6.121108e-07
17035,1.69895e-08,0.0,0.0,6.121061e-07
17036,1.69905e-08,0.0,0.0,6.121013e-07
17037,1.69915e-08,0.0,0.0,6.120965e-07
17038,1.69925e-08,0.0,0.0,6.120918e-07
17039,1.69935e-08,0.0,0.0,6.12087e-07
17040,1.69945e-08,0.0,0.0,6.120822e-07
17041,1.69955e-08,0.0,0.0,6.120775e-07
17042,1.69965e-08,0.0,0.0,6.120727e-07
17043,1.69975e-08,0.0,0.0,6.12068e-07
17044,1.69985e-08,0.0,0.0,6.120632e-07
17045,1.699925e-08,0.0,0.0,6.120596e-07
17046,1.7e-08,0.0,0.0,6.12056e-07
17047,1.70001e-08,0.0036,0.0,7.492599e-06
17048,1.70003e-08,0.0108,0.0,3.354926e-05
17049,1.70007e-08,0.0252,0.0,0.0001405059
17050,1.70015e-08,0.054,0.0,0.000436605
17051,1.70025e-08,0.09,0.0,0.0008076288
17052,1.70035e-08,0.126,0.0,0.001117379
17053,1.70045e-08,0.162,0.0,0.001361712
17054,1.70055e-08,0.198,0.0,0.00154907
17055,1.70065e-08,0.234,0.0,0.001686708
17056,1.70075e-08,0.27,0.0,0.001781033
17057,1.70085e-08,0.306,0.0,0.001837427
17058,1.70095e-08,0.342,0.0,0.001860997
17059,1.70105e-08,0.378,0.0,0.001856459
17060,1.70115e-08,0.414,0.0,0.001828422
17061,1.70125e-08,0.45,0.0,0.00178106
17062,1.70135e-08,0.486,0.0,0.001717926
17063,1.70145e-08,0.522,0.0,0.001641487
17064,1.70155e-08,0.558,0.0,0.001552742
17065,1.70165e-08,0.594,0.0,0.001450844
17066,1.70175e-08,0.63,0.0,0.001335184
17067,1.70185e-08,0.666,0.0,0.001195894
17068,1.70195e-08,0.702,0.0,0.001026494
17069,1.70205e-08,0.738,0.0,0.0008165402
17070,1.70215e-08,0.774,0.0,0.0005551681
17071,1.70225e-08,0.81,0.0,0.0002325532
17072,1.70235e-08,0.846,0.0,-0.000161855
17073,1.70245e-08,0.882,0.0,-0.00064103
17074,1.70255e-08,0.918,0.0,-0.00119853
17075,1.70265e-08,0.954,0.0,-0.00182698
17076,1.70275e-08,0.99,0.0,-0.00252737
17077,1.70285e-08,1.026,0.0,-0.00329612
17078,1.70295e-08,1.062,0.0,-0.00411176
17079,1.70305e-08,1.098,0.0,-0.00497936
17080,1.70315e-08,1.134,0.0,-0.00592673
17081,1.70325e-08,1.17,0.0,-0.00695292
17082,1.70335e-08,1.206,0.0,-0.00804883
17083,1.70345e-08,1.242,0.0,-0.00919471
17084,1.70355e-08,1.278,0.0,-0.0103707
17085,1.70365e-08,1.314,0.0,-0.0115659
17086,1.70375e-08,1.35,0.0,-0.0127757
17087,1.70385e-08,1.386,0.0,-0.0139988
17088,1.70395e-08,1.422,0.0,-0.0152355
17089,1.70405e-08,1.458,0.0,-0.0164878
17090,1.70415e-08,1.494,0.0,-0.0177595
17091,1.70425e-08,1.53,0.0,-0.0190568
17092,1.70435e-08,1.566,0.0,-0.0203881
17093,1.70445e-08,1.602,0.0,-0.0217629
17094,1.70455e-08,1.638,0.0,-0.0231899
17095,1.70465e-08,1.674,0.0,-0.0246747
17096,1.70475e-08,1.71,0.0,-0.0262191
17097,1.70485e-08,1.746,0.0,-0.0278196
17098,1.704925e-08,1.773,0.0,-0.0290525
17099,1.705e-08,1.8,0.0,-0.0303067
17100,1.70501e-08,1.8,0.0,-0.0304742
17101,1.70503e-08,1.8,0.0,-0.0308041
17102,1.70507e-08,1.8,0.0,-0.0314078
17103,1.70515e-08,1.8,0.0,-0.0323504
17104,1.70525e-08,1.8,0.0,-0.0331379
17105,1.70535e-08,1.8,0.0,-0.0336078
17106,1.70545e-08,1.8,0.0,-0.0338075
17107,1.70555e-08,1.8,0.0,-0.0337662
17108,1.70565e-08,1.8,0.0,-0.0335069
17109,1.70575e-08,1.8,0.0,-0.033048
17110,1.70585e-08,1.8,0.0,-0.0324054
17111,1.70595e-08,1.8,0.0,-0.0315931
17112,1.70605e-08,1.8,0.0,-0.0306238
17113,1.70615e-08,1.8,0.0,-0.0295092
17114,1.70625e-08,1.8,0.0,-0.028236
17115,1.70635e-08,1.8,0.0,-0.0268529
17116,1.70645e-08,1.8,0.0,-0.0253606
17117,1.70655e-08,1.8,0.0,-0.0237692
17118,1.70665e-08,1.8,0.0,-0.0220874
17119,1.70675e-08,1.8,0.0,-0.0203237
17120,1.70685e-08,1.8,0.0,-0.0184884
17121,1.70695e-08,1.8,0.0,-0.0165898
17122,1.70705e-08,1.8,0.0,-0.0146392
17123,1.70715e-08,1.8,0.0,-0.012645
17124,1.70725e-08,1.8,0.0,-0.010619
17125,1.70735e-08,1.8,0.0,-0.00857014
17126,1.70745e-08,1.8,0.0,-0.00651039
17127,1.70755e-08,1.8,0.0,-0.00444914
17128,1.70765e-08,1.8,0.0,-0.00239843
17129,1.70775e-08,1.8,0.0,-0.000367817
17130,1.70785e-08,1.8,0.0,0.001583643
17131,1.70795e-08,1.8,0.0,0.003452084
17132,1.70805e-08,1.8,0.0,0.005277038
17133,1.70815e-08,1.8,0.0,0.007051166
17134,1.70825e-08,1.8,0.0,0.008762829
17135,1.70835e-08,1.8,0.0,0.01040483
17136,1.70845e-08,1.8,0.0,0.01196845
17137,1.70855e-08,1.8,0.0,0.01344799
17138,1.70865e-08,1.8,0.0,0.01483696
17139,1.70875e-08,1.8,0.0,0.01613157
17140,1.70885e-08,1.8,0.0,0.01732745
17141,1.70895e-08,1.8,0.0,0.01842278
17142,1.70905e-08,1.8,0.0,0.01941522
17143,1.70915e-08,1.8,0.0,0.02030488
17144,1.70925e-08,1.8,0.0,0.02109149
17145,1.70935e-08,1.8,0.0,0.02177719
17146,1.70945e-08,1.8,0.0,0.0223639
17147,1.70955e-08,1.8,0.0,0.0228559
17148,1.70965e-08,1.8,0.0,0.02325731
17149,1.70975e-08,1.8,0.0,0.02357438
17150,1.70985e-08,1.8,0.0,0.02381301
17151,1.70995e-08,1.8,0.0,0.02398075
17152,1.71005e-08,1.8,0.0,0.02408443
17153,1.71015e-08,1.8,0.0,0.02413196
17154,1.71025e-08,1.8,0.0,0.02413013
17155,1.71035e-08,1.8,0.0,0.02408631
17156,1.71045e-08,1.8,0.0,0.02400644
17157,1.71055e-08,1.8,0.0,0.02389676
17158,1.71065e-08,1.8,0.0,0.02376197
17159,1.71075e-08,1.8,0.0,0.0236069
17160,1.71085e-08,1.8,0.0,0.02343492
17161,1.71095e-08,1.8,0.0,0.02324946
17162,1.71105e-08,1.8,0.0,0.02305263
17163,1.71115e-08,1.8,0.0,0.0228484
17164,1.71125e-08,1.8,0.0,0.02263745
17165,1.71135e-08,1.8,0.0,0.02241683
17166,1.71145e-08,1.8,0.0,0.02218868
17167,1.71155e-08,1.8,0.0,0.02195319
17168,1.71165e-08,1.8,0.0,0.02171018
17169,1.71175e-08,1.8,0.0,0.02146147
17170,1.71185e-08,1.8,0.0,0.02121622
17171,1.71195e-08,1.8,0.0,0.02096589
17172,1.71205e-08,1.8,0.0,0.02069644
17173,1.71215e-08,1.8,0.0,0.02041027
17174,1.71225e-08,1.8,0.0,0.02010687
17175,1.71235e-08,1.8,0.0,0.01978765
17176,1.71245e-08,1.8,0.0,0.01945329
17177,1.71255e-08,1.8,0.0,0.0191051
17178,1.71265e-08,1.8,0.0,0.01874417
17179,1.71275e-08,1.8,0.0,0.01837198
17180,1.71285e-08,1.8,0.0,0.01798977
17181,1.71295e-08,1.8,0.0,0.01759913
17182,1.71305e-08,1.8,0.0,0.01720134
17183,1.71315e-08,1.8,0.0,0.01679802
17184,1.71325e-08,1.8,0.0,0.01639037
17185,1.71335e-08,1.8,0.0,0.01597994
17186,1.71345e-08,1.8,0.0,0.01556782
17187,1.71355e-08,1.8,0.0,0.01515542
17188,1.71365e-08,1.8,0.0,0.01474368
17189,1.71375e-08,1.8,0.0,0.01433383
17190,1.71385e-08,1.8,0.0,0.01392666
17191,1.71395e-08,1.8,0.0,0.0135232
17192,1.71405e-08,1.8,0.0,0.01312408
17193,1.71415e-08,1.8,0.0,0.01273014
17194,1.71425e-08,1.8,0.0,0.01234187
17195,1.71435e-08,1.8,0.0,0.01195993
17196,1.71445e-08,1.8,0.0,0.01158467
17197,1.71455e-08,1.8,0.0,0.01121659
17198,1.71465e-08,1.8,0.0,0.01085593
17199,1.71475e-08,1.8,0.0,0.01050306
17200,1.71485e-08,1.8,0.0,0.01015809
17201,1.71495e-08,1.8,0.0,0.00982131
17202,1.71505e-08,1.8,0.0,0.009492729
17203,1.71515e-08,1.8,0.0,0.009172541
17204,1.71525e-08,1.8,0.0,0.008860693
17205,1.71535e-08,1.8,0.0,0.0085573
17206,1.71545e-08,1.8,0.0,0.008262253
17207,1.71555e-08,1.8,0.0,0.007975607
17208,1.71565e-08,1.8,0.0,0.007697213
17209,1.71575e-08,1.8,0.0,0.007427074
17210,1.71585e-08,1.8,0.0,0.007165013
17211,1.71595e-08,1.8,0.0,0.006910995
17212,1.71605e-08,1.8,0.0,0.006664819
17213,1.71615e-08,1.8,0.0,0.006426422
17214,1.71625e-08,1.8,0.0,0.006195589
17215,1.71635e-08,1.8,0.0,0.005972234
17216,1.71645e-08,1.8,0.0,0.005756134
17217,1.71655e-08,1.8,0.0,0.005547188
17218,1.71665e-08,1.8,0.0,0.005345167
17219,1.71675e-08,1.8,0.0,0.005149961
17220,1.71685e-08,1.8,0.0,0.004961341
17221,1.71695e-08,1.8,0.0,0.004779187
17222,1.71705e-08,1.8,0.0,0.004603275
17223,1.71715e-08,1.8,0.0,0.004433481
17224,1.71725e-08,1.8,0.0,0.004269585
17225,1.71735e-08,1.8,0.0,0.004111461
17226,1.71745e-08,1.8,0.0,0.003958896
17227,1.71755e-08,1.8,0.0,0.003811765
17228,1.71765e-08,1.8,0.0,0.003669861
17229,1.71775e-08,1.8,0.0,0.003533062
